land_size_sqm,house_size_sqm,no_of_rooms,no_of_bathrooms,living_room,parking_space,front_garden,swimming_pool,house_age,crime_rate_index,property_value
140,122,1,1,0,0,0,0,9,3.58,98193
106,95,1,2,1,0,0,1,5,3.82,93649
140,136,2,1,0,0,0,1,3,4.29,104880
164,143,3,4,0,0,1,0,9,5.61,124024
303,262,5,4,1,1,1,1,21,5.3,248552
176,156,3,2,0,1,0,0,21,1.45,143998
160,148,2,1,0,0,0,0,9,1.78,104759
265,248,4,5,1,1,1,1,19,1.45,231842
273,254,5,2,1,1,1,1,2,1.46,231388
100,94,1,2,0,1,0,0,9,1.76,82262
179,165,2,2,1,1,1,0,6,1.52,141519
220,210,3,2,1,1,1,0,5,3.1,165843
295,281,4,5,0,1,1,1,18,4.77,236607
173,148,3,2,0,1,0,0,21,5.75,87564
313,301,5,5,1,1,1,1,19,1.18,280290
271,238,4,2,0,1,1,1,2,4.64,241445
273,254,5,5,1,1,1,1,17,2.71,250214
389,370,6,5,1,1,1,1,22,1.56,274724
222,212,4,2,1,1,0,0,9,5.67,151581
116,112,1,2,1,0,0,0,18,1.67,91556
278,270,4,4,0,1,0,0,8,2.86,223753
278,242,5,3,1,1,1,1,21,0.27,227346
144,133,2,2,0,1,0,0,10,2.17,92487
156,135,3,3,1,1,0,1,14,1.1,152127
591,512,7,7,1,1,1,1,3,2.66,508573
251,236,5,4,1,1,1,1,12,4.89,203550
154,150,3,1,1,0,0,0,2,2.83,111144
277,247,5,2,1,1,1,1,15,3.57,206205
263,243,4,3,1,1,1,0,15,0.56,183052
351,312,5,2,1,1,1,1,10,1.25,267567
332,298,5,4,1,1,1,1,11,3.04,272443
552,552,8,5,1,1,1,1,20,3.14,423546
163,162,3,3,1,0,0,0,21,2.15,129875
174,161,3,2,1,1,0,0,1,0.27,156074
255,226,4,5,1,1,1,1,6,3.92,231948
296,257,5,3,1,1,1,1,12,5.71,241486
229,227,4,5,1,0,1,0,14,4.22,172652
163,143,3,1,0,1,0,0,18,3.39,101574
191,179,3,1,0,0,0,0,14,0.58,151097
255,224,5,3,1,1,1,1,20,3.86,246763
304,270,5,2,1,1,1,0,19,1.71,273321
189,175,2,1,0,1,0,0,14,0.7,135280
241,218,4,5,1,1,1,0,15,4.02,199570
204,191,4,4,1,1,1,1,9,0.8,194488
190,183,4,4,1,1,1,1,13,4.21,164925
231,219,4,4,1,1,1,1,22,0.95,179475
170,152,2,2,0,1,0,1,14,0.56,138486
270,268,5,2,1,1,1,1,2,0.07,259216
168,158,2,2,1,1,0,0,13,0.09,117533
165,150,3,4,1,0,0,1,7,2.4,150640
304,288,4,3,1,1,0,1,15,5.83,247889
288,288,5,3,1,1,1,1,7,3.98,241531
215,196,4,3,1,1,1,0,21,1.53,175149
283,270,4,3,1,1,1,1,12,1.71,271032
320,293,5,5,1,1,1,1,19,2.1,260696
106,103,1,2,0,0,0,0,13,4.26,63450
171,165,3,3,1,1,0,0,19,1.23,148513
263,227,4,2,1,1,1,1,5,4.41,230242
223,216,4,2,1,1,1,1,15,1.8,194059
113,97,1,2,0,0,0,0,8,0.98,81653
136,128,2,3,0,0,0,0,17,2.27,81560
125,121,1,1,0,0,0,0,10,2.78,86302
144,126,1,2,0,1,0,0,5,2.7,98269
127,118,2,2,1,1,0,1,20,4.12,100412
182,158,3,1,1,1,1,0,8,3.79,158721
253,228,4,5,1,1,1,1,22,2.38,205993
219,219,3,1,1,0,1,0,20,2.81,162263
234,223,4,2,1,1,1,0,22,4.65,170784
225,193,3,1,1,1,0,0,20,1.15,164745
190,187,4,4,1,0,1,1,13,5.45,165189
193,168,4,4,1,1,1,1,12,1.79,189049
211,189,3,2,1,1,1,0,13,1.35,189208
375,341,6,6,1,1,1,1,14,1.51,329089
146,144,2,1,0,0,0,0,10,1.81,116200
314,284,5,5,0,1,1,0,19,2.22,237730
211,191,3,2,1,1,0,0,12,5.1,148234
221,196,4,3,1,1,1,1,18,4.86,190806
327,291,5,3,1,1,1,1,19,1.56,257458
139,125,2,3,0,1,1,0,13,4.98,100470
296,259,4,4,1,1,1,1,18,1.44,226976
221,201,4,2,1,1,1,1,3,0.28,206765
246,228,4,5,1,1,1,0,22,3.62,194351
220,203,4,5,1,1,0,0,8,4.11,162393
344,298,5,5,1,1,1,1,22,1.46,283385
366,362,6,5,1,1,1,1,1,1.31,321920
221,201,3,3,0,0,0,0,16,2.12,138465
230,197,3,1,1,1,0,0,17,2.71,177903
191,191,4,2,1,1,0,1,17,2.4,179701
532,487,7,7,1,1,1,1,20,4.54,405173
165,143,3,2,1,0,0,1,2,3.11,135981
401,345,6,7,1,1,1,1,18,5.47,357313
209,209,4,4,1,0,1,1,14,5.99,174456
248,241,5,3,1,1,0,1,3,1.64,254164
190,182,3,3,1,0,0,1,20,0.32,152169
237,213,5,4,1,1,1,1,18,2.66,205551
219,211,3,4,1,1,0,0,17,1.71,163296
254,219,4,5,1,1,1,1,12,1.63,235428
154,145,2,3,0,1,0,0,7,5.09,93487
255,225,4,3,1,1,1,1,20,5.03,186622
288,249,4,5,0,1,1,1,10,2.68,239737
188,173,2,3,0,1,0,0,14,5.76,111920
129,119,2,3,1,0,0,1,1,0.49,131642
201,190,3,4,1,1,0,1,14,0.71,186630
167,143,3,4,1,1,1,0,6,3.23,153728
187,166,3,1,0,1,0,0,3,1.16,139222
397,352,6,6,1,1,1,1,3,3.03,344437
186,182,3,4,1,0,0,0,11,3.92,144472
191,165,4,4,1,1,1,0,11,2.94,155935
336,292,5,4,0,1,1,1,19,3.89,264104
210,182,4,4,1,1,1,1,13,2.37,190446
207,202,3,1,1,0,1,0,1,4.4,146771
263,224,4,4,1,1,1,1,19,5.11,226980
215,210,3,1,1,0,1,0,9,5.62,135463
292,264,5,4,1,1,1,1,4,4.76,238338
220,198,4,2,0,1,0,1,18,3.96,171828
353,332,5,2,1,1,1,0,22,4.94,267040
131,123,2,3,0,1,0,0,16,4.5,89144
356,324,5,5,1,1,1,1,9,3.43,291963
274,237,4,3,1,1,1,1,8,3.65,242912
235,224,4,2,1,1,1,1,16,3.69,205479
341,311,5,5,1,1,1,1,15,0.56,286901
305,263,4,3,1,1,1,1,19,4.71,218790
128,128,1,1,0,0,0,0,13,4.42,87905
188,175,3,2,1,1,0,1,18,1.28,159239
155,154,3,3,1,0,0,0,5,0.17,119474
265,237,5,5,1,1,1,1,4,2.99,235419
257,222,4,4,0,1,1,1,3,1.39,238742
296,289,5,4,1,1,1,1,20,4.52,243464
230,230,4,4,1,0,0,1,17,1.4,226383
202,179,4,3,1,1,1,1,14,3.45,191186
416,363,7,6,1,1,1,1,16,4.24,330862
451,401,8,9,1,1,1,1,21,1.87,382247
226,218,3,2,1,0,1,0,12,1.81,152001
199,183,3,2,1,1,0,1,17,0.58,184505
572,461,8,6,1,1,1,1,6,4.38,464131
214,186,3,2,0,1,1,0,22,3.79,147941
255,241,5,4,1,1,1,1,6,0.53,246815
597,542,7,7,1,1,1,1,16,0.08,465234
296,259,4,4,0,1,1,1,13,4.55,232358
292,257,4,4,0,1,1,0,1,0.57,230459
149,135,2,1,0,1,0,0,12,3.26,92769
290,284,4,2,0,1,0,1,14,5.05,233826
291,267,4,2,1,1,1,0,20,3.42,219204
240,223,5,5,1,1,1,1,8,4.83,242763
232,232,5,5,1,1,1,1,12,1.17,207944
568,518,7,5,1,1,1,1,8,1.9,458287
255,230,5,4,1,1,1,1,1,0.5,256245
247,231,4,4,1,1,1,1,20,3.97,203473
231,221,3,2,0,0,0,0,9,5.56,148740
279,263,4,3,1,1,1,1,4,2.41,239151
339,326,5,5,1,1,1,1,3,4.03,292839
294,277,5,3,1,1,1,1,1,2.67,271145
223,205,3,2,1,0,1,0,15,1.45,166237
171,150,3,4,0,0,1,0,20,4.31,120224
285,284,4,4,1,1,1,1,15,3.65,262904
323,322,5,5,1,0,1,1,10,1.27,236645
238,217,4,5,1,1,1,1,2,5.93,186850
252,226,4,3,1,1,0,1,11,0.74,216636
324,278,5,3,1,1,0,0,12,5.24,238937
661,537,8,8,1,1,1,1,19,1.46,514819
280,246,4,2,1,1,1,1,4,3.55,245560
289,272,5,4,1,1,1,1,1,2.76,264833
237,232,3,4,0,0,0,1,1,0.16,173065
194,186,3,2,1,1,0,0,10,0.59,199446
258,248,4,2,1,1,1,1,10,4.96,211433
436,411,7,4,1,1,1,1,17,5.43,324680
141,140,2,2,0,0,0,1,7,2.78,119798
190,190,3,4,1,0,1,0,3,0.74,162166
266,254,5,5,1,1,1,0,3,3.17,206584
188,165,3,2,0,1,1,0,17,2.53,134557
133,127,1,1,1,0,0,0,7,5.5,66800
233,208,5,5,1,1,1,1,5,0.48,231696
133,125,2,3,0,1,0,0,16,1.05,131514
238,219,5,3,0,1,1,1,14,3.15,199877
138,128,1,2,1,1,0,0,8,5.79,90425
124,118,1,2,1,0,0,0,10,5.73,57726
201,183,4,4,1,1,1,1,12,1.6,197132
192,170,4,5,1,1,1,1,7,2.07,164197
281,270,5,2,1,1,1,0,6,4.57,205758
279,279,5,3,1,0,1,1,7,3.71,232209
106,91,1,2,0,0,0,0,17,4.53,53720
112,100,1,2,0,1,0,0,6,3.05,87761
188,162,2,3,0,1,0,0,1,4.12,119264
211,189,3,2,0,0,0,0,8,5.1,126905
235,216,4,2,0,1,1,0,21,3.08,174424
162,150,2,2,0,1,0,0,3,4.51,104746
123,109,1,1,0,1,0,0,6,5.1,76782
324,307,5,4,1,1,1,1,21,0.5,321756
338,331,6,5,1,1,1,1,7,0.42,296590
183,171,3,2,0,1,0,1,3,2.84,146795
234,220,4,5,1,1,1,1,11,5.11,198310
190,185,2,1,0,0,0,1,17,4.96,126419
237,220,3,2,0,1,0,0,7,5.88,162373
286,253,5,3,1,1,1,1,14,3.76,246980
257,232,5,5,1,1,1,1,11,4.89,197204
402,354,7,5,1,1,1,1,7,4.55,358098
327,323,5,3,1,0,1,1,6,4.5,256102
171,146,2,2,1,1,1,0,18,4.7,105511
230,202,4,2,1,1,1,1,16,5.26,193905
418,361,6,4,1,1,1,1,13,0.99,347802
232,222,3,1,0,1,1,0,4,1.18,189131
230,211,4,3,1,1,1,1,1,5.45,199069
474,434,7,6,1,1,1,1,18,3.65,368495
309,275,4,4,1,1,1,1,1,5.14,259700
230,212,4,4,1,1,1,0,4,2.19,191702
269,250,5,4,1,1,1,1,5,0.32,243368
427,396,6,6,1,1,1,1,14,4.85,339984
169,159,2,3,1,1,0,1,11,0.22,131656
284,276,5,4,1,1,1,1,8,5.61,228137
360,357,5,3,1,0,1,1,12,0.34,295372
148,130,1,2,1,0,0,0,2,3.15,99444
169,145,3,4,1,0,0,1,2,5.76,137995
229,222,3,1,1,1,0,1,21,0.62,184011
291,259,4,5,1,1,1,1,15,5.74,243769
216,191,4,3,1,1,1,1,2,3.23,197706
203,191,4,2,1,1,0,1,13,0.15,172113
213,194,3,3,0,1,0,0,4,3.55,158811
294,273,5,5,1,1,1,0,6,2.96,260365
330,288,5,2,1,1,1,1,13,5.93,268489
264,245,5,2,1,1,0,1,11,1.43,218986
110,104,1,1,1,0,0,0,9,2.18,68157
244,237,5,2,1,1,1,1,9,0.74,219311
398,360,6,7,1,1,1,1,12,4.99,320560
297,270,4,5,1,1,1,1,21,0.54,261124
126,121,1,1,0,0,0,0,19,0.19,79388
446,369,8,9,1,1,1,1,4,4.48,364786
174,152,2,1,1,1,0,1,2,0.94,152517
360,319,6,6,1,1,1,1,19,2.33,293935
396,358,6,6,1,1,1,1,17,3.6,311763
215,184,3,2,0,1,0,1,11,4.62,166719
222,207,3,3,1,0,0,0,9,3.26,178607
215,204,3,1,0,1,0,0,20,3.03,148442
241,235,4,2,1,1,0,1,16,4.39,169670
213,192,3,3,0,0,0,1,3,0.49,172576
224,221,3,1,1,0,0,0,10,3.44,155042
327,326,5,2,1,1,1,1,13,4.99,245909
256,244,5,3,1,1,1,0,19,2.82,191144
258,255,4,2,1,1,1,0,17,0.07,201714
245,229,4,2,1,1,1,0,8,3.98,172617
268,267,5,5,1,1,1,1,19,0.33,226617
240,224,5,4,1,1,1,1,16,1.47,210461
348,301,5,2,1,1,1,1,3,4.23,287787
289,288,4,3,1,0,1,1,14,4.94,222656
260,233,4,5,1,1,1,1,4,1.86,224868
270,234,5,4,0,1,1,1,4,2.48,245283
255,243,5,4,1,1,1,1,17,1.81,209731
242,230,5,3,1,1,1,1,2,5.21,230838
109,108,1,1,0,0,0,0,18,5.88,61188
300,268,4,3,1,1,1,0,18,0.94,217452
464,443,6,7,1,1,1,1,20,1.79,369480
180,163,2,1,1,1,0,1,15,4.07,123055
200,180,3,2,1,1,0,0,13,1.24,163292
341,341,5,2,1,1,1,0,1,3.17,254115
276,262,5,5,1,1,1,1,1,2.41,236549
270,236,4,2,0,1,1,1,20,5.67,219168
359,323,6,4,0,1,1,1,17,4.61,263754
508,451,7,6,1,1,1,1,20,2.94,387437
272,244,5,2,1,1,1,1,17,1.96,236763
332,300,5,5,1,1,1,1,14,1.02,294066
127,126,2,3,1,0,0,0,18,0.23,89873
249,226,4,3,1,1,1,1,1,0.57,233940
504,489,8,9,1,1,1,1,13,3.9,404424
269,233,4,5,0,1,0,1,10,5.98,220458
145,129,1,1,0,0,0,0,14,4.12,86859
231,220,3,3,1,1,0,0,18,0.39,169984
272,244,4,5,1,1,1,1,10,0.8,237984
341,292,6,7,1,1,1,1,9,4.17,298069
467,422,7,7,1,1,1,1,15,5.6,358335
150,132,1,1,0,0,0,0,1,5.74,76763
173,165,2,3,1,0,0,1,5,0.11,141434
322,307,5,4,1,1,1,1,7,1.33,268252
164,160,2,2,0,0,1,0,11,0.86,131814
194,172,3,4,1,1,0,0,15,0.95,158740
217,189,3,3,0,1,0,0,19,0.91,158054
219,217,3,3,1,0,1,0,3,5.14,137469
310,292,4,4,1,1,0,1,14,2.25,252479
272,266,4,5,1,1,1,0,4,1.12,218147
174,153,2,2,1,0,0,0,18,1.78,138929
144,141,1,2,0,0,0,0,20,5.34,65319
185,169,3,2,1,0,0,1,18,3.59,134825
399,389,6,4,1,1,1,1,10,3.2,323981
272,259,4,3,1,1,1,1,18,2.54,200120
179,164,2,3,0,1,1,0,20,1.08,135905
153,137,3,1,0,0,0,0,21,0.79,111493
168,151,3,2,0,1,0,1,15,2.43,138734
292,276,5,4,1,1,0,1,10,2.16,234408
307,271,4,4,1,1,1,1,18,4.77,257606
216,190,4,4,1,1,0,1,12,4.43,166707
253,248,5,2,1,1,1,0,19,1.06,202281
254,252,5,4,1,1,1,1,4,0.14,227372
205,182,4,4,1,1,1,1,22,3.32,201653
169,157,2,1,0,0,0,0,21,5.3,90483
199,179,3,4,1,0,1,0,18,0.79,149023
341,306,6,5,1,1,1,1,3,2.88,282186
138,129,1,1,1,1,0,0,6,2.83,110817
109,103,1,1,1,0,0,0,1,3.01,68178
175,161,3,4,1,0,0,0,16,1.88,139032
234,208,4,5,1,1,1,1,9,5.05,212129
268,262,5,4,1,1,1,0,14,3.13,209231
109,104,1,1,0,0,0,0,20,3.65,60018
267,252,4,4,1,1,1,1,7,2.46,204838
335,332,5,5,0,1,1,1,1,2.74,332617
106,104,1,2,0,0,0,0,4,1.15,80983
150,133,1,2,0,0,1,0,11,4.84,99224
191,169,3,1,0,1,1,0,21,5.37,122390
146,144,2,2,0,0,0,0,1,3.42,103927
409,408,6,7,1,1,1,1,21,4.05,322828
240,224,3,4,0,1,0,0,17,1.8,153199
195,193,3,3,1,0,0,0,11,5.82,130320
380,349,6,6,1,1,1,1,15,1.37,309895
144,138,1,2,1,0,0,0,7,3.46,106619
161,161,3,2,1,0,0,1,12,2.57,138496
190,180,4,4,0,1,0,0,7,5.86,138254
246,217,5,3,1,1,1,1,12,3.21,207261
180,162,3,2,1,1,1,0,2,2.55,153595
287,260,4,4,1,1,1,1,13,3.15,231131
177,164,3,1,0,1,0,0,8,4.79,134564
277,274,5,2,0,1,1,1,1,1.5,238661
447,403,6,4,1,1,1,1,2,1.89,416757
185,169,2,3,0,0,1,0,9,3.63,152111
217,206,4,5,1,1,1,1,17,4.95,177903
340,294,5,3,0,1,1,1,17,3.24,269781
268,247,5,2,1,1,1,1,16,5.81,213729
201,191,4,3,1,1,1,1,9,5.28,176802
162,144,2,1,0,1,1,0,11,1.86,116291
200,200,3,4,0,0,0,1,21,3.45,155556
426,425,7,7,1,1,1,1,8,2.39,341550
128,120,1,2,0,1,1,0,2,1.3,96926
118,105,1,1,0,1,0,0,8,0.04,82041
193,189,3,4,1,0,0,1,7,4.74,162324
226,205,4,3,1,1,1,1,16,4.14,189194
196,191,4,3,1,1,1,1,9,1.28,207942
707,608,8,8,1,1,1,1,8,0.65,570075
597,581,7,4,1,1,1,1,8,0.83,521683
274,253,5,2,1,1,1,1,14,0.32,239444
505,494,8,5,1,1,1,1,6,1.14,403997
215,208,4,2,1,1,1,1,3,0.46,203827
231,217,4,3,1,1,1,1,6,4.34,207948
261,248,4,5,1,1,1,1,7,1.3,236552
241,236,5,4,1,1,0,1,9,4.56,202570
293,253,5,2,1,1,1,1,18,3.96,246237
139,133,2,3,0,1,0,1,21,1.77,115469
294,291,5,4,1,1,1,1,6,4.82,243816
177,163,3,1,1,1,0,0,20,3.59,110706
245,215,4,4,0,1,1,0,5,0.13,207967
298,285,4,5,1,1,1,1,12,3.01,246555
267,257,5,4,1,1,1,1,15,5.27,205382
229,198,3,3,0,1,1,0,19,2.86,169785
102,91,1,1,0,1,0,0,11,1.18,72773
209,205,3,2,1,0,0,0,16,2.47,143738
168,165,3,3,0,0,0,0,17,1.29,120238
244,236,4,4,1,1,1,1,9,2.69,193290
151,129,3,1,1,1,0,1,14,5.59,104931
104,98,1,2,1,1,0,0,11,1.87,77390
189,167,3,1,0,1,0,0,4,1.21,150170
226,205,4,4,1,1,0,1,9,3.65,188898
286,252,4,4,1,1,1,1,15,0.18,252146
193,189,4,4,1,0,0,1,11,1.77,147144
242,220,4,2,1,1,1,1,22,1.76,214484
359,316,5,3,1,1,1,1,4,1.7,304141
310,276,4,3,1,1,1,1,2,5.37,265094
284,244,4,5,1,1,1,1,1,0.51,275772
668,551,8,6,0,1,1,1,16,3.26,574528
164,163,2,2,0,0,0,0,13,0.65,104962
309,280,4,5,1,1,0,1,8,4.01,258833
255,231,4,2,1,1,1,1,19,5.01,196737
121,110,2,1,0,1,0,0,15,2.02,106486
382,348,6,4,1,1,1,1,15,2.05,284625
151,137,2,3,0,0,0,1,20,0.87,130072
334,321,5,3,1,1,1,1,18,5.46,252797
205,194,4,5,1,1,1,1,3,2.15,161684
212,193,3,4,0,1,0,0,2,4.39,168388
127,123,1,1,0,0,0,0,22,4.82,63837
288,257,5,2,1,1,1,1,22,0.16,245935
260,237,5,2,1,1,1,1,3,5.64,209604
135,132,1,1,1,0,0,0,21,1.51,105347
286,253,4,2,1,1,0,1,7,5.1,231960
305,284,5,5,1,1,1,1,13,1.69,254037
232,224,3,3,1,1,1,0,9,1.49,197837
231,208,5,3,1,1,1,1,5,5.77,191114
148,129,1,2,1,1,0,0,6,5.21,88060
238,234,4,4,1,0,1,1,9,3.65,177457
316,283,5,5,1,1,1,1,15,1.13,260139
364,360,6,4,1,1,1,1,17,2.24,286540
264,245,4,3,1,1,1,1,1,0.48,238296
271,255,4,2,0,1,1,0,8,4.12,222925
131,128,1,2,1,0,0,0,15,2.76,88338
130,129,2,2,0,0,0,1,10,2.85,110976
194,185,4,5,1,1,1,1,14,5.8,144529
126,122,2,3,0,0,0,0,1,0.48,101665
173,167,3,4,1,1,1,0,6,0.24,184771
474,464,7,4,1,1,1,1,6,3.88,399439
203,182,4,3,1,1,0,1,22,3.69,159302
293,264,4,3,1,1,0,1,20,3.13,212971
170,149,2,3,1,1,0,1,1,4.74,133209
210,184,3,4,0,1,1,0,8,1.63,163285
307,275,5,2,1,1,1,1,18,5.2,246637
306,267,5,4,1,1,1,1,21,4.3,259136
105,91,1,2,0,1,0,0,20,2.49,72792
227,193,4,5,1,1,1,1,9,1.78,220457
259,230,5,5,1,1,1,1,16,0.13,213094
191,173,4,2,0,1,1,1,12,0.5,172286
345,302,5,3,1,1,1,1,9,0.52,300137
232,222,5,3,1,1,1,1,6,5.71,201122
217,198,3,4,0,1,0,1,4,0.41,195032
196,192,4,4,1,1,1,1,2,2.7,157146
469,430,7,5,1,1,1,1,20,5.07,372550
193,173,4,4,0,1,0,1,4,2.29,162891
165,142,2,3,1,0,0,0,9,3.78,96887
156,153,3,2,1,0,0,0,4,2.07,116649
183,174,3,2,0,1,0,1,20,0.5,162492
240,236,4,3,1,0,1,0,5,2.78,183100
273,244,5,4,1,1,1,1,9,2.06,245806
215,198,3,1,0,1,0,1,13,5.72,147956
307,294,5,5,1,1,1,1,21,1.67,259120
276,253,4,2,1,1,1,1,3,0.05,253913
290,251,5,3,1,1,1,1,14,5.18,222652
276,247,4,3,1,1,1,0,5,3.6,209573
208,182,3,3,1,0,0,0,5,4.62,126998
215,189,4,2,1,1,1,1,12,4.41,192671
218,202,3,2,1,1,0,0,9,1.65,165600
293,292,4,3,1,1,1,0,18,5.44,226297
166,142,3,3,0,0,1,0,3,4.13,139000
125,124,1,1,0,0,0,1,20,0.45,100922
274,256,4,2,1,1,0,1,7,5.31,203874
181,173,3,4,0,1,0,0,6,5.24,123339
248,235,4,5,1,1,0,1,3,3.92,242927
117,103,1,2,1,1,0,0,9,2.79,80805
238,216,3,4,0,1,1,0,17,0.56,174955
412,373,6,7,1,1,1,1,13,3.88,340215
148,135,1,1,0,0,0,0,8,5.06,89559
156,143,2,2,0,1,0,0,5,0.44,136766
305,289,4,3,1,1,1,1,8,3.24,250608
226,201,4,3,1,1,1,1,4,2.59,177630
234,200,4,2,1,1,1,1,18,1.5,192284
293,254,4,2,1,1,1,0,6,4.19,214157
120,120,1,2,1,0,0,0,19,4.49,65590
290,253,4,4,0,1,1,1,3,3.51,216986
268,236,5,4,1,1,1,1,4,4.11,227682
223,192,3,2,1,1,1,0,19,0.12,194808
209,199,4,5,0,1,0,1,13,4.71,173770
235,204,4,3,1,1,1,1,16,3.32,207286
117,111,1,2,1,0,0,0,19,1.02,84180
218,211,3,2,1,1,0,0,17,3.62,166604
215,203,4,5,1,1,1,1,5,5.17,171714
199,183,4,5,1,1,1,1,3,3.34,202069
222,222,3,3,1,0,1,0,4,0.02,166445
158,156,3,3,1,0,1,0,10,2.65,129185
277,266,4,5,1,1,0,0,12,4.93,187989
263,237,5,5,1,1,1,1,12,4.09,225446
300,295,5,3,1,1,1,0,16,4.51,224919
106,104,1,2,0,0,1,0,21,0.35,70357
154,140,3,1,1,0,0,1,15,3.03,118814
216,187,4,3,1,1,1,1,12,5.06,197211
137,121,1,1,1,1,0,0,10,0.27,109340
210,179,3,4,1,1,0,0,13,3.73,161952
145,133,2,2,1,0,0,1,12,4.44,121569
319,288,5,5,1,1,1,1,11,0.21,320116
150,143,1,1,1,1,0,0,7,5.49,96738
243,208,4,5,1,1,1,1,19,1.87,212413
101,100,1,1,0,0,0,0,14,1.84,81251
420,360,6,5,1,1,1,1,2,0.21,402970
266,244,4,3,1,1,0,1,20,3.83,202022
767,678,8,9,1,1,1,1,12,0.06,692086
166,163,2,1,0,0,0,0,6,2.32,116616
137,126,1,1,0,1,1,0,17,2.48,117264
276,240,4,5,0,1,1,1,7,5.53,229773
324,321,5,2,1,1,1,0,9,0.46,262513
199,187,4,2,1,1,0,1,10,0.35,173111
439,436,6,4,1,1,1,1,17,3.78,320752
217,210,4,4,1,1,1,1,13,0.74,238405
219,208,3,4,1,1,1,0,10,1.39,159768
251,250,5,3,1,1,1,1,18,0.92,210909
154,152,3,2,0,0,0,0,9,5.29,83735
255,241,4,3,0,1,1,1,2,0.21,244337
224,200,3,1,1,1,1,0,17,4.92,148437
302,277,4,3,1,1,1,1,22,5.51,240369
224,200,3,3,1,0,1,0,11,1.72,171721
148,145,1,2,1,0,0,0,19,4.36,88437
178,177,2,2,0,0,0,0,4,4.05,116234
219,195,3,4,0,1,0,1,4,0.01,168940
294,281,4,2,1,1,0,1,2,5.19,218703
229,203,4,3,1,1,0,1,3,0.45,194543
157,138,3,4,1,0,1,0,1,2.42,125329
194,173,3,1,0,1,0,1,11,1.75,176117
273,248,5,3,1,1,1,1,10,3.4,248374
204,178,4,5,0,1,1,1,2,1.36,208898
280,238,4,4,1,1,1,1,15,5.49,237524
263,238,4,4,0,1,1,0,10,4.11,202409
336,324,5,4,0,1,1,1,3,1.34,268468
295,283,4,3,0,1,1,1,8,4.85,230974
292,274,4,2,1,1,1,1,9,0.54,272300
783,737,8,6,1,1,1,1,17,5.91,684338
133,127,1,2,1,0,0,0,22,1.91,100599
310,268,5,3,1,1,1,1,8,4.45,259689
309,273,6,7,1,1,1,1,9,5.05,259481
157,145,2,2,0,1,0,0,15,3.21,99421
267,238,4,5,1,1,0,1,11,5.33,226331
334,313,5,3,1,1,0,1,5,5.69,255007
461,408,8,5,1,1,1,1,13,4.99,370318
136,122,1,2,0,1,1,0,17,3.66,108593
221,217,4,4,1,1,0,1,18,0.99,209302
127,122,1,1,0,0,0,0,11,1.48,78143
220,189,3,1,0,1,1,0,19,0.57,203821
447,435,7,7,1,1,1,1,6,2.85,373439
417,395,7,4,1,1,1,1,22,3.48,334752
648,577,8,6,1,1,1,1,11,1.73,530871
151,150,3,4,0,0,0,0,13,0.2,106342
128,118,2,1,1,0,0,0,18,4.33,65325
326,280,6,6,1,1,1,1,12,0.86,292020
306,262,6,5,1,1,1,1,18,4.82,244260
282,251,4,5,1,1,0,1,3,1.36,235997
347,334,5,4,1,1,1,1,3,4.27,285849
284,277,5,3,1,1,1,1,12,5.14,280710
290,289,4,4,1,0,1,1,5,1.26,226525
235,234,4,2,1,1,1,1,3,4.6,209753
112,108,1,1,0,0,0,0,9,3.63,65365
115,98,1,2,0,1,0,0,10,4.18,89046
136,131,2,1,0,0,0,1,22,2.59,90116
160,138,3,3,0,1,0,0,17,4.49,103212
289,256,4,3,1,1,1,1,20,0.94,263437
264,255,4,2,1,1,1,0,10,5.34,171855
191,172,3,1,0,1,1,0,18,4.75,143772
190,189,4,2,0,1,1,1,17,4.08,144935
245,242,5,5,1,0,1,1,22,5.04,188601
360,329,6,7,1,1,1,1,9,4.12,308478
140,129,1,2,1,1,0,0,15,2.49,92125
188,168,3,4,1,1,0,0,18,4.3,124956
307,285,4,4,1,1,1,0,20,4.91,232553
314,305,5,3,1,1,1,1,10,4.44,242657
326,302,6,4,1,1,1,1,17,3.1,293044
458,455,6,4,1,1,1,1,15,0.82,370745
145,138,2,2,0,0,0,0,19,5.84,106654
246,234,4,4,1,1,1,1,19,5.82,172336
460,452,6,5,1,1,1,1,7,4.22,357225
425,394,6,5,1,1,1,1,13,0.53,372923
234,211,4,4,1,1,1,0,14,3.4,215624
203,176,4,3,1,1,0,0,2,5.55,147493
210,208,4,2,1,1,1,1,9,1.77,181599
206,178,3,2,0,0,0,1,14,0.09,176508
190,171,2,2,1,1,0,0,19,4.36,115301
183,172,3,1,1,1,0,0,17,0.6,135227
112,97,1,1,0,0,0,0,17,5.66,65204
269,244,4,2,1,1,1,1,12,5.09,229442
236,219,3,1,1,0,0,0,16,5.67,158003
267,265,5,4,1,1,1,0,13,3.74,200594
112,108,1,2,0,0,0,0,4,2.59,66816
202,187,4,4,1,1,0,1,19,4.47,166388
230,204,4,5,1,1,0,0,3,0.41,197287
209,202,3,2,0,1,0,1,9,3.26,176936
150,150,3,1,0,0,0,0,8,1.85,102089
257,241,4,2,1,1,1,1,11,4.86,194602
306,305,5,4,1,1,1,1,12,0.84,239922
204,204,3,2,1,0,0,0,5,0.14,168179
451,413,6,5,1,1,1,1,17,1.47,355416
227,194,4,4,1,1,1,1,6,5.73,213990
560,527,7,5,1,1,1,1,15,3.94,440203
